longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,class
-118.45,14.01,45,717,168,510,175,1.6518,100000,1
-118.45,14.01,19,1657,401,911,161,1.7811,116100,1
-118.44,14.04,49,11,7,14,7,1.1875,115000,1
-118.44,14.04,16,18,6,1,4,0.516,150000,1
-118.44,14.04,11,1670,661,1515,611,1.0714,147800,1
-118.41,14.04,51,1781,108,715,107,5.1954,485100,1
-118.41,14.04,46,1508,176,619,171,4.915,409800,1
-118.41,14.04,41,1715,569,1115,516,4.5811,417500,1
-118.41,14.05,16,9718,1111,1016,1899,5.8758,500001,1
-118.41,14.05,11,1911,651,1114,608,5.0151,500001,1
-118.41,14.05,51,1511,401,981,186,7.8164,500001,1
-118.4,14.05,16,4471,911,1518,805,5.0761,500001,1
-118.4,14.04,40,1079,168,710,181,9.171,500001,1
-118.4,14.04,41,1198,174,410,190,11.8481,500001,1
-118.4,14.01,16,1811,196,871,169,8.1484,500001,1
-118.41,14.01,11,1710,186,994,161,1.7177,500001,1
-118.41,14.04,49,601,95,118,106,8.0119,500001,1
-118.19,14.05,15,1458,576,1047,554,4.0181,411500,1
-118.19,14.05,41,1105,559,1151,511,5.111,500001,1
-118.4,14.05,14,1111,459,859,411,1.6951,500001,1
-118.19,14.05,15,1814,701,1119,658,4.0151,460000,1
-118.41,14.04,51,1907,161,681,149,10.9805,500001,1
-118.41,14.04,51,1111,111,800,117,11.1768,500001,1
-118.41,14.01,16,1051,615,1114,577,5.1617,500001,1
-118.41,14.04,51,1975,148,771,157,6.616,500001,1
-118.41,14.04,51,1158,171,574,167,5.6454,500001,1
-118.19,14.04,45,1089,111,814,105,7.1018,500001,1
-118.19,14.04,44,1871,186,615,181,5.5951,461100,1
-118.4,14.04,41,1861,517,1198,511,8.5918,500001,1
-118.4,14.05,41,1018,145,194,149,10.4519,500001,1
-118.19,14.05,41,1467,101,577,104,6.6168,500001,1
-118.18,14.04,15,1117,591,1794,541,1.1961,107700,1
-118.18,14.04,11,1846,717,1110,671,1.7116,154100,1
-118.18,14.04,45,767,110,154,118,6.1895,140400,1
-118.18,14.04,16,1005,771,1054,758,1.0417,109100,1
-118.18,14.04,19,1614,569,1665,551,1.4061,171600,1
-118.19,14.04,41,101,11,85,10,4.115,117500,1
-118.19,14.04,51,1491,177,666,189,4.7186,140400,1
-118.19,14.04,49,1110,179,669,169,1.9018,108100,1
-118.19,14.01,18,1711,516,1161,481,1.1118,111500,1
-118.19,14.01,15,1441,1050,1890,914,1.0574,119400,1
-118.4,14.01,14,1101,118,491,187,1.1111,119400,1
-118.4,14.01,41,1006,101,510,199,6.5669,171800,1
-118.41,14.01,16,4176,1194,1415,1150,1.8418,117100,1
-118.4,14.01,19,7197,1111,1870,1144,1.116,100000,1
-118.4,14.01,17,515,101,197,118,1.4115,184400,1
-118.41,14.01,14,1711,1191,1764,1147,1.1641,166700,1
-118.41,14.01,14,1610,756,1111,691,1.5011,181100,1
-118.41,14.01,16,5815,1866,1190,1751,1.0965,110000,1
-118.19,14.01,19,1450,509,746,417,1.1415,55000,1
-118.4,14.01,11,6151,1978,1197,1845,1.4058,175000,1
-118.18,14.01,16,1101,569,1756,517,1.9144,111100,1
-118.19,14.01,19,1166,175,1117,170,1.7106,110900,1
-118.17,14.04,41,888,170,514,161,1.1817,101800,1
-118.17,14.04,41,1809,414,1094,181,1.767,141000,1
-118.18,14.01,41,911,155,705,146,1.6401,185700,1
-118.17,14.04,15,541,161,441,111,1.15,111100,1
-118.17,14.04,41,1465,178,717,190,4.0781,189400,1
-118.41,14.01,45,1161,111,617,111,5.0866,417100,1
-118.41,14.01,45,1740,111,788,106,5.1099,171600,1
-118.41,14.01,19,1711,419,855,187,1.1108,140800,1
-118.41,14.01,16,1706,516,894,415,1.1875,171700,1
-118.41,14.01,44,904,176,158,158,1.1541,144100,1
-118.44,14.01,15,1059,659,1149,588,1.1196,151400,1
-118.41,14.01,16,1551,188,867,151,1.6467,146700,1
-118.44,14.01,17,1191,105,488,114,1.615,157600,1
-118.44,14.01,17,975,189,489,101,4.1414,111000,1
-118.44,14.01,10,1019,101,606,174,1.115,141800,1
-118.45,14.01,41,1140,110,711,104,1.1481,118100,1
-118.45,14.01,41,1081,518,991,481,4.0111,151900,1
-118.44,14.01,41,1164,165,561,151,4.1411,150900,1
-118.44,14.01,17,1591,108,781,111,6.1581,186000,1
-118.44,14.01,41,1408,146,651,140,4.5795,400000,1
-118.44,14.01,41,1109,111,514,118,5.1708,418800,1
-118.45,14.01,17,1118,150,616,118,5.8666,440100,1
-118.45,14.01,40,1161,140,559,119,6.1516,154100,1
-118.45,14.01,16,1414,418,1111,417,6.4755,405800,1
-118.44,14.01,11,1141,490,911,461,4.0419,500001,1
-118.41,14.01,41,1487,141,675,147,5.1401,489800,1
-118.44,14.01,19,1178,611,1111,617,6.1917,465700,1
-118.41,14.01,18,1171,417,810,168,1.9091,500001,1
-118.41,14.01,41,1518,144,614,141,8.1611,500001,1
-118.41,14.01,41,1401,516,1001,514,4.1906,500001,1
-118.41,14.01,44,619,111,116,156,4.5178,174100,1
-118.41,14.01,10,4174,1111,1165,1185,1.6019,461600,1
-118.41,14.01,11,1144,815,1411,781,1.6488,140800,1
-118.41,14.01,14,1141,444,971,411,4.9676,414100,1
-118.41,14.01,18,1167,717,1148,665,1.1941,194700,1
-118.41,14.01,14,1995,941,1616,947,1.1401,450000,1
-118.41,14.01,14,1410,157,805,161,1.1461,107000,1
-118.41,14.01,11,1191,1114,1655,898,1.1746,148800,1
-118.41,14.01,16,1664,841,1745,789,1.4169,101900,1
-118.41,14.01,15,1718,441,1161,410,1.715,110000,1
-118.41,14.01,19,4701,1471,1616,1114,1.1955,115000,1
-118.41,14.01,17,1114,618,1594,615,1.0811,115500,1
-118.41,14.01,11,1711,515,1180,510,4.7081,410100,1
-118.41,14.01,11,1100,156,701,111,1.5667,194000,1
-118.41,14.01,17,1111,1011,1141,1001,1.697,411500,1
-118.41,14.01,41,1517,179,746,185,6.4111,446600,1
-118.41,14.01,11,1516,518,1046,504,4.7009,500001,1
-118.44,14.01,41,1061,196,907,191,6.0804,410000,1
-118.44,14,44,1461,118,811,141,1.599,161100,1
-118.44,14,44,1798,151,815,114,4.75,155800,1
-118.45,14,19,1909,159,867,145,4.7,114700,1
-118.44,14,40,1187,146,806,111,1.875,111100,1
-118.41,14,10,1148,597,1141,559,1.1995,114000,1
-118.44,14,11,5811,1707,1115,1585,1.1579,141100,1
-118.44,14,41,1561,177,874,168,4.1081,114100,1
-118.41,14.01,41,1594,169,951,161,1.099,115400,1
-118.41,14.01,19,1996,489,960,449,1.6611,144100,1
-118.41,14,11,1910,456,1001,410,1.9798,458600,1
-118.41,14,18,6118,1961,1586,1815,1.7058,110900,1
-118.46,14.01,41,511,98,166,101,5.6418,141100,1
-118.46,14,19,4098,1100,1054,1051,1.918,145600,1
-118.46,14,17,188,81,148,84,5.1664,116700,1
-118.46,14,16,1191,160,679,147,4.7144,146900,1
-118.46,14.01,19,711,148,147,151,4.1811,197100,1
-118.47,14,18,1115,190,891,176,1.7141,187500,1
-118.47,14,41,1111,616,1819,517,1.188,161500,1
-118.46,14,19,614,174,518,159,1.1541,115700,1
-118.47,11.99,14,1875,501,1491,516,1.8417,111400,1
-118.47,14,17,1586,765,1801,717,1.6041,105800,1
-118.47,11.99,11,1111,176,1178,110,1.0714,100000,1
-118.47,11.99,41,1146,110,811,170,1.5918,185000,1
-118.47,11.99,11,854,115,645,198,1.1471,119100,1
-118.51,11.98,40,1901,679,865,587,1.1417,415000,1
-118.48,11.99,46,1119,686,1107,590,1.5511,187500,1
-118.47,11.99,50,1568,501,764,478,1.015,414100,1
-118.47,11.99,51,1511,447,616,408,1.0681,411500,1
-118.47,11.99,51,1167,611,1095,570,1.8514,158700,1
-118.47,11.99,17,1155,711,1081,617,1.4071,167500,1
-118.47,11.99,14,1418,454,665,416,1.975,500001,1
-118.5,11.97,51,709,119,188,111,1.1641,150000,1
-118.45,11.99,51,1010,144,571,141,4.1861,161100,1
-118.46,11.99,51,1158,151,518,151,1.5114,114700,1
-118.46,11.99,44,1111,187,511,156,4.0598,115900,1
-118.46,14,44,941,110,491,106,1.6458,115800,1
-118.46,14,51,888,106,176,194,1.875,171000,1
-118.45,14,46,1777,161,896,114,4.45,148100,1
-118.45,14,41,1606,408,861,154,1.961,145800,1
-118.45,14,48,1911,408,1141,411,4.575,116700,1
-118.45,11.99,11,1115,785,1710,711,1.9711,115000,1
-118.45,11.99,51,1819,471,779,414,1.1607,119000,1
-118.46,11.99,41,885,185,561,168,1.1991,101800,1
-118.46,11.99,17,1818,460,1075,451,4.117,160600,1
-118.46,11.98,11,1188,591,1009,556,5.1111,466700,1
-118.46,11.99,15,1114,100,478,165,4.0156,500001,1
-118.46,11.98,17,1117,510,806,458,1.8915,500001,1
-118.5,11.97,19,1717,808,1157,696,5.118,500001,1
-118.45,11.99,45,1111,169,654,164,4.5671,141100,1
-118.45,11.99,16,1919,405,951,171,6.0671,410800,1
-118.46,11.98,19,1510,716,964,661,1.8068,500001,1
-118.46,11.97,19,1658,417,648,178,1.8698,500001,1
-118.46,11.97,18,9410,1471,1408,1001,6.1716,500001,1
-118.46,11.97,19,1461,511,777,447,10,500001,1
-118.48,11.96,16,895,181,117,149,11.0088,500001,1
-118.4,14,10,1516,119,705,168,5.8081,111800,1
-118.41,14,15,684,161,181,159,1.8191,171000,1
-118.41,14,10,1550,914,1718,880,1.191,171100,1
-118.41,14,18,1107,441,884,456,1.9118,176100,1
-118.41,14,14,1771,1180,1155,978,1.1601,187500,1
-118.41,11.99,15,1701,481,1418,494,1.715,184600,1
-118.41,11.99,15,1141,495,1115,465,4.1181,114000,1
-118.41,11.98,19,8114,1590,1917,1518,7.5416,151700,1
-118.41,11.99,45,1899,461,1160,415,1.6667,110000,1
-118.41,11.99,41,1481,548,1111,491,4.0189,101900,1
-118.41,11.99,11,5548,1145,1847,1119,4.4118,166900,1
-118.41,11.98,1,475,155,116,151,1.6667,450000,1
-118.41,11.99,41,1558,558,1118,541,4.875,101100,1
-118.44,11.99,41,1411,108,781,101,4.1111,101900,1
-118.41,11.99,19,1014,811,1111,777,1.1985,115000,1
-118.41,11.99,18,740,171,599,194,4.0891,148900,1
-118.41,11.99,15,1714,419,1079,194,4.5511,161800,1
-118.41,14,15,1061,105,1016,107,1.7151,165500,1
-118.41,11.99,16,1089,114,611,115,1.6518,176100,1
-118.4,11.99,19,1611,180,1111,156,1.815,176700,1
-118.41,11.98,11,1111,777,1695,715,1.9717,107100,1
-118.19,11.97,18,991,175,174,180,6.1671,157100,1
-118.18,11.97,41,1715,458,1151,414,7.4897,161600,1
-118.19,11.97,44,1097,186,511,185,6.115,161400,1
-118.19,11.97,41,1700,510,1146,506,5.1111,145900,1
-118.19,11.97,46,1198,151,819,115,6.5778,150800,1
-118.19,11.96,45,1161,151,581,161,5.8141,140700,1
-118.19,11.96,45,1416,174,661,191,1.615,119400,1
-118.16,11.98,40,1111,114,584,111,1.0917,116000,1
-118.17,11.98,19,101,69,111,71,4.1418,111800,1
-118.17,11.97,11,6699,1781,1715,1544,1.1889,185700,1
-118.41,11.97,17,1619,175,668,166,6.1111,187100,1
-118.41,11.97,44,1198,188,849,160,5.5941,161500,1
-118.4,11.96,44,1877,114,877,110,6.8197,161600,1
-118.41,11.96,44,1801,106,751,181,6.0186,156000,1
-118.41,11.97,41,1464,114,581,111,6.1011,165900,1
-118.41,11.97,44,1789,501,1711,474,4.6176,151100,1
-118.41,11.97,44,1461,140,561,117,4.9175,165100,1
-118.41,11.96,44,1181,116,494,109,5.618,165900,1
-118.41,11.96,18,1104,116,415,161,6.1985,411000,1
-118.41,11.96,11,1860,145,800,155,5.8864,500001,1
-118.44,11.96,11,1799,491,978,447,5.6415,500001,1
-118.41,11.96,10,1901,170,704,154,8.7819,500001,1
-118.41,11.97,16,70,7,17,4,7.7197,500001,1
-118.41,11.96,14,4191,966,1157,579,5.0714,156100,1
-118.41,11.96,16,14891,1984,6170,1595,5.1064,181100,1
-118.4,11.97,15,911,161,451,171,5.6169,411100,1
-118.4,11.98,19,714,118,114,117,5.9856,411100,1
-118.4,11.98,16,1516,451,996,441,5.611,456600,1
-118.4,11.97,18,1089,174,501,180,7.5951,414800,1
-118.4,11.97,17,1164,148,494,141,4.6164,456100,1
-118.4,11.97,44,1815,451,1111,461,5.9544,177100,1
-118.4,11.96,41,1416,454,1018,409,5.6711,110700,1
-118.17,11.97,41,1811,155,847,148,5.716,187800,1
-118.18,11.97,41,1859,117,811,116,6.019,194500,1
-118.18,11.96,44,1195,458,1187,450,4.6911,199000,1
-118.18,11.95,15,1159,967,1001,910,1.1708,400000,1
-118.18,11.95,19,1811,588,1197,511,1.5811,187500,1
-118.17,11.95,5,6955,1061,1591,1566,1.111,147600,1
-118.4,11.96,44,1118,118,497,118,4.1851,101100,1
-118.41,11.96,15,411,118,110,117,1.9791,166700,1
-118.41,11.96,11,1044,119,567,111,4.1471,184400,1
-118.41,11.94,45,1018,194,1086,187,4.7175,189600,1
-118.45,11.96,14,1097,791,1075,619,5.711,500001,1
-118.45,11.96,16,1711,547,1090,519,6.1167,500001,1
-118.44,11.95,17,1076,111,771,117,6.1551,500001,1
-118.18,11.91,17,1761,409,1109,157,1.1875,175900,1
-118.18,11.91,41,610,111,641,161,1.6546,159600,1
-118.19,11.9,41,1171,109,1101,148,4.4616,161000,1
-118.19,11.91,41,1475,511,1416,470,1.8171,156400,1
-118.19,11.91,11,1015,618,1111,591,1.4741,151100,1
-118.19,11.91,11,1501,511,1715,505,1.7168,161800,1
-118.18,11.88,19,1758,675,1047,591,1.6618,179700,1
-118.19,11.88,11,1107,491,1754,518,4.117,111800,1
-118.19,11.88,17,1081,611,1009,548,1.9061,184100,1
-118.19,11.89,15,1810,614,1578,601,1.59,100600,1
-118.19,11.87,11,1700,140,864,117,4.181,118700,1
-118.1,11.86,15,1016,165,1081,169,5.1717,110100,1
-118.1,11.86,15,1511,174,851,108,4.9791,151100,1
-118.19,11.85,10,1191,410,1178,177,1.9049,111100,1
-118.11,11.84,5,1559,869,1965,794,1.6491,116700,1
-118.1,11.84,16,1418,168,815,150,4.7111,119600,1
-118.1,11.84,17,1141,116,611,155,4.9196,111400,1
-118.1,11.85,18,111,16,141,40,1.1941,100000,1
-118.1,11.81,11,1691,661,1598,618,1.1851,140100,1
-118.1,11.81,11,1716,660,1807,661,1.5471,116100,1
-118.11,11.81,17,1880,801,1081,717,1.9619,111400,1
-118.1,11.81,15,1499,140,1141,116,1.6116,111600,1
-118.1,11.81,16,1080,560,1096,506,1.8106,184400,1
-118.1,11.81,15,1659,765,1619,716,1.6168,175900,1
-118.1,11.81,17,5544,1068,1008,1018,5.111,181700,1
-118.1,11.8,17,1790,511,1498,519,5.1106,168100,1
-118.11,11.8,10,1096,757,1048,704,1.115,111100,1
-118.1,11.79,15,1791,686,1155,681,1.0057,115100,1
-118.1,11.79,9,1781,884,1790,748,1.9154,101100,1
-118.1,11.79,11,1569,914,1159,880,1.161,114100,1
-118.1,11.78,15,1571,504,1171,519,4.6107,104100,1
-118.16,11.8,41,1004,481,1658,456,1.1779,171100,1
-118.15,11.8,16,1697,194,1174,196,1.15,161100,1
-118.16,11.79,10,1191,110,815,115,5.5,181500,1
-118.15,11.79,11,1105,140,1799,170,1.175,118000,1
-118.14,11.8,18,616,169,788,141,1.6161,111100,1
-118.11,11.8,16,119,115,165,111,1.1111,187500,1
-118.17,11.8,18,1446,117,980,119,1.15,177700,1
-118.17,11.79,16,1118,561,1789,517,1.1611,181100,1
-118.17,11.79,19,1511,165,1117,154,1.1919,184600,1
-118.18,11.8,18,1471,119,1107,115,4,165500,1
-118.18,11.79,18,1895,410,1411,189,4.1816,191100,1
-118.18,11.79,16,1989,458,1668,455,1.1009,168000,1
-118.18,11.78,10,1111,591,1915,558,1.1011,169100,1
-118.19,11.79,10,1708,1016,1855,948,1,165400,1
-118.19,11.79,16,1867,571,951,498,1.1417,154100,1
-118.1,11.79,11,1068,181,1180,174,1.5,157500,1
-118.1,11.8,8,1115,411,1471,196,1.1191,146100,1
-118.17,11.79,11,1515,169,1191,140,1.9175,174000,1
-118.16,11.78,17,1671,491,1711,461,1.0458,174500,1
-118.17,11.79,16,1109,651,1110,605,1.1447,158700,1
-118.17,11.79,19,1417,159,1450,167,1.8461,171000,1
-118.15,11.79,14,1149,171,1716,180,1.7141,118100,1
-118.15,11.79,18,1710,460,1714,414,1.7108,150400,1
-118.15,11.79,19,981,186,1181,198,1.9108,119800,1
-118.16,11.78,11,1188,706,1165,651,1.9911,164700,1
-118.16,11.79,41,1161,164,1044,141,1.5488,105600,1
-118.11,11.78,10,59,14,69,11,1.5588,150000,1
-118.16,11.78,15,1119,471,1514,187,1.0956,154700,1
-118.15,11.78,11,196,119,511,111,1.4444,181100,1
-118.14,11.78,14,574,171,784,161,1.15,151100,1
-118.16,11.78,16,1191,719,1911,691,1.1111,161100,1
-118.16,11.77,16,886,151,809,119,1.4545,164100,1
-118.17,11.77,16,1171,694,1567,595,1.9964,150600,1
-118.17,11.78,11,1154,1174,4416,1110,1.5161,167100,1
-118.18,11.78,17,1111,104,1076,191,1.1115,160100,1
-118.17,11.77,19,1711,485,1115,478,1.5169,141100,1
-118.17,11.76,46,11,11,11,7,1.115,111500,1
-118.1,11.77,18,1811,795,1811,769,1.9571,146100,1
-118.1,11.76,18,9659,1716,4116,1674,5.7764,190500,1
-118.18,11.77,47,107,69,174,65,1.9061,146900,1
-118.18,11.75,41,1105,181,1184,169,1.45,186800,1
-118.18,11.75,18,191,189,419,188,1.8191,187500,1
-118.18,11.74,40,1751,511,1919,501,1.5194,100000,1
-118.18,11.75,11,1441,719,1916,646,1.1176,108100,1
-118.18,11.74,16,855,171,486,150,0.7591,150000,1
-118.1,11.75,19,1156,440,1191,418,4.1108,416100,1
-118.1,11.76,6,6097,1170,1678,1116,5.1169,185100,1
-118.1,11.75,41,967,175,481,161,5.6611,165600,1
-118.1,11.75,48,1958,186,1098,180,4.615,171400,1
-118.1,11.74,47,1111,410,1161,411,4.4671,170800,1
-118.11,11.74,16,1464,471,1111,457,4.5074,150000,1
-118.11,11.74,11,5041,974,1160,915,4.1471,151100,1
-118.19,11.75,17,1650,441,1159,186,1.5795,191400,1
-118.1,11.75,11,1957,517,1454,516,1.5056,101100,1
-118.19,11.75,17,1119,191,766,185,1.7011,118900,1
-118.19,11.74,19,1501,411,1168,190,1.1471,195100,1
-118.19,11.74,51,1418,471,1018,199,1.1188,106700,1
-118.19,11.74,41,1181,161,905,144,1.75,118100,1
-118.19,11.74,10,1074,511,1111,511,1.0119,115800,1
-118.19,11.71,41,1854,519,1151,486,1.5759,115000,1
-118.19,11.71,11,1491,711,1699,671,1.1181,141100,1
-118.19,11.71,10,1815,711,1669,651,1.1616,168500,1
-118.1,11.71,41,1711,,866,401,1.7451,155400,1
-118.1,11.74,11,1075,860,1584,806,1.9186,160500,1
-118.11,11.71,16,1715,195,799,106,5.0874,168500,1
-118.11,11.71,51,1665,180,656,181,5.149,151900,1
-118.1,11.74,10,1615,671,1184,606,1.9167,185100,1
-118.1,11.71,47,1851,601,1110,560,4.194,191900,1
-118.11,11.71,51,1015,161,957,161,4.1059,150000,1
-118.18,11.74,44,1851,556,1090,519,1.8584,148100,1
-118.18,11.71,19,1601,801,1178,717,1.0469,114500,1
-118.18,11.71,51,1085,588,1767,516,1.1915,141100,1
-118.18,11.71,45,1117,559,1550,519,1.9167,117100,1
-118.19,11.71,10,1161,,1865,771,1.7119,111700,1
-118.19,11.71,15,1469,584,1151,515,1.1911,157500,1
-118.1,11.71,18,1647,658,1459,595,1.4474,151400,1
-118.1,11.71,18,1510,581,1188,554,1.1197,167800,1
-118.1,11.71,40,1581,606,1104,588,1.5694,176400,1
-118.11,11.71,51,1641,187,691,188,4.1811,111500,1
-118.11,11.71,16,1711,508,1171,459,4.1451,116700,1
-118.11,11.69,41,1168,157,1171,174,4.7116,111900,1
-118.11,11.71,11,1165,166,986,188,5.4511,409800,1
-118.11,11.71,15,1099,168,407,159,7.6886,500001,1
-118.11,11.71,15,6191,1081,1197,1011,6.4146,446700,1
-118.19,11.71,16,1115,746,1815,697,1.7596,100000,1
-118.11,11.67,41,1197,146,611,141,5.1074,401900,1
-118.1,11.71,15,1790,,1167,441,6.1018,161500,1
-118.19,11.71,40,1644,471,780,416,1.1071,464100,1
-118.19,11.71,40,1911,475,901,411,4.15,111800,1
-118.19,11.71,11,1809,666,1116,611,4.5606,101800,1
-118.19,11.71,19,1651,590,1101,508,1.174,154100,1
-118.19,11.71,11,1568,451,801,411,1.5109,115000,1
-118.18,11.68,8,1841,511,1614,510,1.7181,187500,1
-118.11,14.14,11,1857,607,1695,571,7.641,196400,1
-118.11,14.11,14,1177,161,1055,161,6,167100,1
-118.14,14.14,11,1019,469,1149,461,7.1461,194100,1
-118.14,14.14,11,1811,595,1645,591,7.585,180100,1
-118.11,14.11,16,1188,419,1079,414,4.5486,161000,1
-118.14,14.11,41,1911,108,896,114,5.1471,151700,1
-118.14,14.11,41,1061,108,514,108,6.01,154100,1
-118.14,14.11,41,1541,180,751,164,5.1018,191100,1
-118.15,14.11,15,1819,591,1411,518,4.1667,171100,1
-118.15,14.15,14,1150,518,1191,480,4.9155,116900,1
-118.15,14.11,14,1411,475,1111,454,4.6851,196100,1
-118.16,14.14,15,1515,181,816,187,6.1871,111100,1
-118.16,14.14,15,1666,180,788,171,6.6177,144400,1
-118.16,14.14,15,1485,418,1116,406,5.7081,119500,1
-118.16,14.14,41,890,179,555,100,4.4811,171900,1
-118.15,14.11,41,1979,496,1157,459,4.4081,117700,1
-118.15,14.11,10,1061,196,1089,175,5.5161,101100,1
-118.15,14.11,17,1954,168,967,170,5.0861,161100,1
-118.16,14.11,41,1418,115,816,101,4.5759,109100,1
-118.16,14.11,18,1107,194,518,195,7.5581,161700,1
-118.16,14.11,11,1805,101,818,101,5.4106,116600,1
-118.11,14.11,19,1174,418,1010,195,1.5707,141700,1
-118.11,14.11,16,1988,719,1157,657,1.5174,168000,1
-118.11,14.11,19,1584,608,1117,568,1.1187,171400,1
-118.11,14.11,11,1464,406,691,180,1.5461,100000,1
-118.11,14.11,18,1199,190,859,186,1.4148,114800,1
-118.14,14.11,41,1476,506,1171,485,1.4511,161900,1
-118.14,14.11,14,1711,406,916,171,4.1511,151000,1
-118.15,14.11,14,1510,515,1516,541,1.8068,167000,1
-118.11,14.11,50,109,47,111,45,6.111,185000,1
-118.11,14.1,51,1477,180,750,195,5.1915,117900,1
-118.11,14.1,48,1471,194,807,196,1.199,106100,1
-118.14,14.1,41,1067,451,1181,455,5.5756,109900,1
-118.14,14.11,11,1817,886,1888,819,1.5777,145600,1
-118.14,14.11,16,1507,517,1111,470,5.519,141100,1
-118.17,14.11,14,8106,1186,1141,1150,7.1811,461100,1
-118.11,14.18,47,1851,145,757,110,1.6875,411000,1
-118.11,14.18,41,1708,180,768,176,6.107,457400,1
-118.11,14.18,45,1111,,941,119,8.1111,446600,1
-118.16,14.18,11,14556,1077,5459,1017,8.1657,500001,1
-118.11,14.19,16,959,104,446,110,1.115,111100,1
-118.11,14.19,11,4704,910,1895,886,4.9197,400000,1
-118.11,14.19,16,1441,491,1115,491,1.9777,409800,1
-118.11,14.18,14,1671,115,1111,118,11.1579,500001,1
-118.11,14.17,17,4514,1005,1099,917,1.5781,166700,1
-118.11,14.17,14,8590,1111,1401,1178,8.1115,471700,1
-118.11,14.16,15,414,74,199,75,5.9199,410500,1
-118.19,14.16,49,1788,167,715,166,6.6009,175700,1
-118.1,14.16,11,5550,881,1465,861,6.8117,446100,1
-118.11,14.16,11,1105,581,1159,547,5.1718,419100,1
-118.11,14.15,16,1649,511,1111,481,1.1004,157100,1
-118.11,14.15,40,1114,170,998,171,5.1169,170400,1
-118.14,14.16,40,1549,591,1156,546,1.1111,174100,1
-118.14,14.16,51,1187,184,711,174,9.5811,406100,1
-118.14,14.16,51,1904,197,797,186,6.6601,180400,1
-118.15,14.16,51,1477,185,991,171,4.9115,168100,1
-118.15,14.17,51,1511,191,611,175,5.1141,171900,1
-118.15,14.16,14,5111,1416,1690,1171,1.5668,180000,1
-118.16,14.17,10,5949,1417,1591,1117,1.8576,118600,1
-118.16,14.16,17,1941,769,1111,656,1.1484,187500,1
-118.16,14.16,19,1919,857,1866,811,1.1711,106100,1
-118.16,14.16,10,1407,885,1881,870,1.7111,151100,1
-118.17,14.17,48,1560,180,815,169,5.5118,154700,1
-118.17,14.16,15,5016,1199,1164,1175,1.9148,118700,1
-118.17,14.16,45,1865,160,971,149,1.6587,111100,1
-118.18,14.17,51,1111,411,1115,440,5.5658,111100,1
-118.17,14.17,51,1010,,908,116,6.9115,174000,1
-118.17,14.17,51,1187,195,819,196,7.8181,500001,1
-118.17,14.18,51,1014,406,1158,199,6.1976,498400,1
-118.18,14.18,47,1141,119,911,119,7.4046,446800,1
-118.18,14.18,51,1601,418,1117,419,5.1185,158000,1
-118.19,14.18,51,1601,165,667,151,5.049,111500,1
-118.18,14.18,50,1195,116,878,109,6.884,165600,1
-118.18,14.17,11,1664,651,1551,619,1.6154,156100,1
-118.19,14.17,17,1851,1066,1986,991,1.1481,155400,1
-118.19,14.17,51,1711,105,875,111,4.115,191600,1
-118.19,14.18,10,4191,1075,1719,987,1.6974,186600,1
-118.19,14.16,11,1161,118,1019,111,1.7081,141900,1
-118.19,14.16,41,411,107,149,107,4.1418,189800,1
-118.19,14.17,11,1118,681,1881,611,1.9,108100,1
-118.1,14.17,17,4041,1169,1109,1117,1.6016,111400,1
-118.1,14.17,10,48,14,74,16,5.0056,161500,1
-118.19,14.16,15,1157,118,764,119,1.1081,118000,1
-118.1,14.16,40,1875,460,869,418,1.1111,141600,1
-118.1,14.16,15,1111,874,1401,819,1.8141,156800,1
-118.17,14.16,47,1451,156,787,145,1.0114,155500,1
-118.17,14.15,11,1165,617,1684,561,1.6719,117100,1
-118.17,14.15,15,1018,806,1105,741,1.0199,110100,1
-118.17,14.15,14,1744,516,1494,511,1.1171,110800,1
-118.17,14.16,51,810,181,479,179,1.1197,151700,1
-118.17,14.16,48,1101,151,617,160,4.1418,151700,1
-118.18,14.16,49,1191,190,605,181,1.9491,157400,1
-118.16,14.16,18,1775,515,950,511,1.5417,177100,1
-118.16,14.15,14,1981,894,1941,861,1,178600,1
-118.16,14.15,6,1140,945,1115,846,1.8884,151100,1
-118.16,14.15,18,1481,756,1761,675,1.8088,147500,1
-118.14,14.16,51,850,161,491,160,6.9408,198800,1
-118.14,14.15,10,1714,658,1561,607,1.1906,184100,1
-118.14,14.15,45,1115,171,499,161,1.1415,181600,1
-118.15,14.15,15,1711,1005,1888,890,1.6875,109600,1
-118.15,14.16,14,1700,945,1681,905,1.9054,100000,1
-118.14,14.15,17,5181,1605,4116,1574,1.051,109800,1
-118.14,14.15,19,4851,1465,1171,1111,1.5914,191900,1
-118.15,14.15,11,1118,118,605,111,1.8478,118100,1
-118.15,14.15,11,1177,444,768,411,1.1611,187500,1
-118.15,14.15,10,1960,1017,1719,978,1.0441,191800,1
-118.11,14.14,11,1865,864,1061,790,1.6168,101100,1
-118.14,14.14,10,1196,994,1919,981,1.0106,119500,1
-118.14,14.14,17,1909,1011,1614,915,1.1444,119000,1
-118.11,14.15,19,1194,716,1686,680,1.0188,158100,1
-118.11,14.14,15,1864,844,1745,801,1.9167,114100,1
-118.14,14.14,18,1841,554,1401,511,1.461,154000,1
-118.14,14.14,16,1811,560,1501,544,1.9115,118000,1
-118.14,14.11,17,1644,195,959,181,1.1616,157700,1
-118.14,14.11,45,1170,401,1041,194,5.6911,169000,1
